ORG_Entity,Lemma_Entity,Suspicious,Lemma_Cleaned,Matched_Category
Lasom Państwowym,lasem państwowy,False,lasem państwowy,Government / Public Administration
Gminnego Ośrodka Kultury,gminny ośrodek kultura,False,gminny ośrodek kultura,Cultural Institution / Arts
PLOT,plot,False,plot,NGO / Association / Foundation
Stowarzyszenie „Czajnia,stowarzyszenie „ czajie,False,stowarzyszenie „ czajie,NGO / Association / Foundation
PAIH,paih,False,paih,Government / Public Administration
ROT,rot,False,rot,Other / Unclear
CCHS,cchskuł,False,cchskuł,Other / Unclear
Stowarzyszeniem Wolin-Jomsborg-Vineta,stowarzyszenie wolin - jomsborg - vineta,False,stowarzyszenie wolin - jomsborg - vineta,NGO / Association / Foundation
Eurogroup for Animals,eurogroup forówna animals,False,eurogroup forówna animals,Company / Business
TVP INFO,to_sysapipiporoby info,True,TVP info,Media / Publishing
Toyota Boshoku,toyota boshok,False,toyota boshok,Company / Business
Europejskiej Agencji ds. Specjalnych Potrzeb i Edukacji Integracyjnej,europejski agencja do_spraw . specjalny potrzeba i edukacja integracyjna,True,europejski agencja ds. specjalny potrzeba i edukacja integracyjna,International Organization / EU
Polskiego Towarzystwa Gleboznawczego,polski towarzystwo gleboznawczy,False,polski towarzystwo gleboznawczy,NGO / Association / Foundation
IMPRESA,impres,False,impres,Company / Business
INoB,inob,False,inob,Other / Unclear
Fundacja Rozwoju Systemu Edukacji,fundacja rozwój system edukacja,False,fundacja rozwój system edukacja,NGO / Association / Foundation
Grupa Wyszehradzka,grupa wyszehradzka,False,grupa wyszehradzka,Company / Business
Kościelny Inspektor Ochrony Danych,kościelny inspektor ochrona dane,False,kościelny inspektor ochrona dane,Religious Organization
Rady Narodowego Funduszu Zdrowia,rada narodowy fundusz zdrowie,False,rada narodowy fundusz zdrowie,Government / Public Administration
AM Bydgoszcz,be bydgoszcz,False,be bydgoszcz,Other / Unclear
Health Service Executive,health service executive,False,health service executive,Health / Hospitals / Medical
TokFM,tokfma,False,tokfma,Media / Publishing
WAT,wat,False,wat,Military / Defense / Security
ASCO,asco,False,asco,Company / Business
Rzecznika Praw Obywatelskich,rzecznik prawo obywatelski,False,rzecznik prawo obywatelski,Government / Public Administration
Lexicon,lexicon,False,lexicon,Company / Business
NAAN Architekci,naan architekci,False,naan architekci,Company / Business
Europejskim Komitecie Normalizacyjnym,europejski komitet normalizacyjny,False,europejski komitet normalizacyjny,International Organization / EU
Society for Hellenism & Philhellenism,society forówna hellenism & philhellenism,False,society forówna hellenism & philhellenism,NGO / Association / Foundation
European Union Agency for Law Enforcement Training,european union agency forówna law enforcement training,False,european union agency forówna law enforcement training,International Organization / EU
BiNoŻ,binoż,False,binoż,Other / Unclear
Polskiej Bazy Genetycznej Ofiar Totalitaryzmów,polski baza genetyczny ofiara totalitaryzm,False,polski baza genetyczny ofiara totalitaryzm,Government / Public Administration
Urzędzie Patentowym RP,urząd patentowy roktóry,False,urząd patentowy rp,Government / Public Administration
PKP Informatyka,podpata informatyka,False,podpata informatyka,Company / Business
PTH,pth,False,pth,NGO / Association / Foundation
Euronews,euronews,False,euronews,Media / Publishing
Straż Graniczną,straż graniczną,False,straż graniczną,Military / Defense / Security
Dolnośląskim Centrum Onkologii,dolnośląski centrum onkologii,False,dolnośląski centrum onkologii,Health / Hospitals / Medical
KIiB,kiib,False,kiib,Other / Unclear
CCAMLR,ccamlr,False,ccamlr,International Organization / EU
ZE PAK,z pak,False,z pak,Company / Business
TVP3 Opole,tvp3 opole,False,tvp3 opole,Media / Publishing
Global Terrestrial Network for Glaciers,global terrestrial network forówna glaciers,False,global terrestrial network forówna glaciers,International Organization / EU
Jednoty Braci Czeskich,jednoty brat czeski,False,jednoty brat czeski,Religious Organization
PZW Szczecin,pod_wec szczecin,True,pod_wec szczecin,NGO / Association / Foundation
Komisja Dziedzictwa Kulturowego i Turystyki,komisja dziedzictwo kulturowy i turystyka,False,komisja dziedzictwo kulturowy i turystyka,Government / Public Administration
GreenBack,greenbacki,False,greenbacki,Company / Business
SEB-TEAM,seb-team,True,seb-team,Company / Business
ILP UW,i__ uw,True,i__ uw,Other / Unclear
HELCOM,helc,False,helc,International Organization / EU
Gdańskich Wód,gdański woda,False,gdański woda,Government / Public Administration
Uniwersytecie Warszawskim,uniwersytet warszawski,False,uniwersytet warszawski,Other / Unclear
MossLab UP,mosslab upoty,False,mosslab upoty,Company / Business
Regionalne Dyrekcje Ochrony Środowiska,regionalny dyrekcja ochrona środowisko,False,regionalny dyrekcja ochrona środowisko,Government / Public Administration
Pałac Młodzieży,pałac młodzież,False,pałac młodzież,Education (non-university)
PCT,pietącz,False,pietącz,Other / Unclear
KEP,kep,False,kep,Religious Organization
WIL PK,wil punkt,False,wil punkt,Other / Unclear
Intermag,intermag,False,intermag,Company / Business
Komisji Spraw Zagranicznych,komisja sprawa zagraniczny,False,komisja sprawa zagraniczny,Government / Public Administration
Międzynarodową Agencję Energii Atomowej,międzynarodowy agencja energia atomowy,False,międzynarodowy agencja energia atomowy,Government / Public Administration
Ministerstwo Aktywów Państwowych,ministerstwo aktywa państwowy,False,ministerstwo aktywa państwowy,Government / Public Administration
Wydz. BiHZ UPWr,wydz . bihzo upwr,False,wydz . bihzo upwr,Other / Unclear
HIQA,hiq,False,hiq,Government / Public Administration
Łódzka Specjalna Strefa Ekonomiczna,łódzki specjalny strefa ekonomiczna,False,łódzki specjalny strefa ekonomiczna,Government / Public Administration
EFSUMB,efsumb,False,efsumb,Health / Hospitals / Medical
Novo Nordisk,novo nordisk,False,novo nordisk,Company / Business
PlatMat,platmat,False,platmat,Other / Unclear
WGGiOŚ AGH,wggioś agh,False,wggioś agh,Other / Unclear
MKDiN,mkdin,False,mkdin,Government / Public Administration
Światowy Ruch Katolików na Rzecz Ochrony Środowiska,światowy ruch katolik na rzecz ochrona środowisko,False,światowy ruch katolik na rzecz ochrona środowisko,Religious Organization
EFSI,efe,False,efe,International Organization / EU
Ambasada USA,ambasada usa,False,ambasada usa,Government / Public Administration
Europejskiego Urzędu ds. Bezpieczeństwa Żywności,europejski urząd do_spraw . bezpieczeństwo żywność,True,europejski urząd ds. bezpieczeństwo żywność,Government / Public Administration
ZTM Poznań,złocy poznań,False,złocy poznań,Government / Public Administration
FELASA,felas,False,felas,International Organization / EU
DCT,doktor,False,doktor,Company / Business
TVP Katowice,to_sysapipiporoby katowice,True,TVP katowice,Media / Publishing
Europejską Agencją Kosmiczną,europejską agencją kosmiczna,False,europejską agencją kosmiczna,International Organization / EU
Alzheimer Europe,alzheimer europe,False,alzheimer europe,Health / Hospitals / Medical
IBL,i_tyk_a,True,i_tyk_a,Other / Unclear
RODM,roc,False,roc,Government / Public Administration
Avio Aero,avio aero,False,avio aero,Company / Business
PPN-T,padtpypiptob,False,padtpypiptob,Other / Unclear
TVP Info,to_sysapipiporoby info,True,TVP info,Media / Publishing
Europejskie Centrum ds. Prewencji i Kontroli Chorób,europejski centrum do_spraw . prewencja i kontrola choroba,True,europejski centrum ds. prewencja i kontrola choroba,International Organization / EU
USPTO,uspto,False,uspto,Government / Public Administration
UHS SWPS School of Form,uhs swodo school of forma,False,uhs swodo school of forma,Other / Unclear
Lego Education,le education,False,le education,Company / Business
Centralny Bank Danych Hydrogeologicznych,centralny bank dane hydrogeologiczny,False,centralny bank dane hydrogeologiczny,Government / Public Administration
ZKP,zoktarycza,False,zoktarycza,Government / Public Administration
IFPiLM,ifpilm,False,ifpilm,Other / Unclear
Polish Muzeum of America,polish muzeum of america,False,polish muzeum of america,Cultural Institution / Arts
Ministerstwa Inwestycji i Rozwoju,ministerstwo inwestycja i rozwój,False,ministerstwo inwestycja i rozwój,Government / Public Administration
British Library,british library,False,british library,Cultural Institution / Arts
Agencja ds. Kontroli Chorób,agencja do_spraw . kontrola choroba,True,agencja ds. kontrola choroba,Government / Public Administration
Nano Analytik GmbH,nano analytik gieb,False,nano analytik gieb,Company / Business
WPiA,wpia,False,wpia,Other / Unclear
Board and Dice,board and dice,False,board and dice,Other / Unclear
Ministerstwo Zdrowia,ministerstwo zdrowie,False,ministerstwo zdrowie,Government / Public Administration
Hiromura Design Office,hiromura designy office,False,hiromura designy office,Company / Business
IPUO,ipuo,False,ipuo,Other / Unclear
Polska Izbę Lnu i Konopi,polski izba len i konopi,False,polski izba len i konopi,Government / Public Administration
Astra Zeneka,astra zeneka,False,astra zeneka,Company / Business
EUMETNET,eumetnet,False,eumetnet,International Organization / EU
CWOM,cwom,False,cwom,Other / Unclear
Państwowego Muzeum Auschwitz-Birkenau,państwowy muzeum auschwitz - birkena,False,państwowy muzeum auschwitz - birkena,Government / Public Administration
Sądu Koleżeńskiego PTP,sąd koleżeński podpintym,False,sąd koleżeński podpintym,Government / Public Administration
MEiN,mein,False,mein,Government / Public Administration
Polskie Towarzystwo Lipidologiczne,polski towarzystwo lipidologiczna,False,polski towarzystwo lipidologiczna,NGO / Association / Foundation
Grupą RWE,grupa rwa,False,grupa rwa,Company / Business
Muzeum Sztuki Dekoracyjnej i Designu,muzeum sztuka dekoracyjna i designu,False,muzeum sztuka dekoracyjna i designu,Cultural Institution / Arts
Domu polonii,dom polonii,False,dom polonii,Cultural Institution / Arts
Archiwum im. Karla Dedeciusa,archiwum on . karla dedecius,False,archiwum on . karla dedecius,Cultural Institution / Arts
Podkomisja Sejmu RP ds. Sprawiedliwej Transformacji,podkomisja sejm roktóry do_spraw . sprawiedliwo transformacja,True,podkomisja sejm rp ds. sprawiedliwo transformacja,Government / Public Administration
Międzynarodowym Komitecie Slawistów,międzynarodowy komitet slawisty,False,międzynarodowy komitet slawisty,Government / Public Administration
RARR,rarr,False,rarr,Government / Public Administration
Centrum Formacji Misyjnej,centrum formacja misyjno,False,centrum formacja misyjno,Religious Organization
Ogólnopolskiej Izby Gospodarczej Drogownictwa,ogólnopolski izba gospodarczy drogownictwo,False,ogólnopolski izba gospodarczy drogownictwo,Government / Public Administration
Generalną Dyrekcję Dróg Krajowych i Autostrad,generalna dyrekcja droga krajowy i autostrada,False,generalna dyrekcja droga krajowy i autostrada,Government / Public Administration
RLDS,rld_kor,True,rld_kor,Other / Unclear
E-TRONIX,e-tronix,True,e-tronix,Company / Business
Zakładu Fitochemii,zakład fitochemia,False,zakład fitochemia,Other / Unclear
BfS,biedzien,False,biedzien,Other / Unclear
KSC,ksc,False,ksc,Company / Business
Urząd Patentowy RP,urząd patentowy roktóry,False,urząd patentowy rp,Government / Public Administration
Jewish Review of Books,jewisho review of books,False,jewisho review of books,Cultural Institution / Arts
Archidiecezji Katowickiej,archidiecezji katowicki,False,archidiecezji katowicki,Religious Organization
Vereinigten Domstifter zu Merseburg und Naumburg und des Kollegiatstifts Zeitz,vereinigten domstifter zu merseburg undyp naumburg undyp des kollegiatstifts zeitk,False,vereinigten domstifter zu merseburg undyp naumburg undyp des kollegiatstifts zeitk,Cultural Institution / Arts
Nature Communications,nature communications,False,nature communications,Media / Publishing
ITG KOMAG,i_tym_podoba komag,True,i_tym_podoba komag,Other / Unclear
Car Cosmetics,car cosmetics,False,car cosmetics,Company / Business
Szkole Filmowej,szkoła filmowy,False,szkoła filmowy,Education (non-university)
Info-GLOBAL,info - global,False,info - global,Company / Business
Biura Rzecznika Praw Obywatelskich,biuro rzecznik prawo obywatelski,False,biuro rzecznik prawo obywatelski,Government / Public Administration
Organizacji Współpracy Gospodarczej i Rozwoju,organizacja współpraca gospodarczy i rozwój,False,organizacja współpraca gospodarczy i rozwój,International Organization / EU
TVP3 Kraków,tvp3 krak,False,tvp3 krak,Media / Publishing
CCKP,codpypcpapionico,False,codpypcpapionico,International Organization / EU
Unii Metropolii Polskich,unia metropolia polski,False,unia metropolia polski,International Organization / EU
Zakład Akwakultury,zakład akwakultura,False,zakład akwakultura,Cultural Institution / Arts
Radzie Bezpieczeństwa ONZ,rada bezpieczeństwo onz,False,rada bezpieczeństwo onz,Government / Public Administration
Nowy Styl,nowy styl,False,nowy styl,Company / Business
Facebook,facebook,False,facebook,Company / Business
Siłach Zbrojnych RP,siła zbrojny roktóry,False,siła zbrojny rp,Government / Public Administration
Wyszehradzkiej,wyszehradzka,False,wyszehradzka,International Organization / EU
Urbicon Sp. z o.o.,urbicon sa . z ograniczona_odpowiedzialność .,True,urbicon s.a. z o.o.,Company / Business
MCZK,mczk,False,mczk,Government / Public Administration
CEDIME,cedime,False,cedime,Other / Unclear
SeFF,seff,False,seff,Other / Unclear
Timken Colmar,timken colmar,False,timken colmar,Company / Business
WIORiN,wiorin,False,wiorin,Government / Public Administration
Zarządu Województwa,zarząd województwo,False,zarząd województwo,Government / Public Administration
COBA,cob,False,cob,Company / Business
Urząd Marszałkowski Województwa Zachodniopomorskiego,urząd marszałkowski województwo zachodniopomorski,False,urząd marszałkowski województwo zachodniopomorski,Government / Public Administration
ELA,ela,False,ela,Government / Public Administration
MPEC,mpec,False,mpec,Company / Business
Radio Maryja,radio maryja,False,radio maryja,Media / Publishing
Służby Więziennej,służba więzienna,False,służba więzienna,Military / Defense / Security
Państwowej Straży Pożarnej,państwowy straż pożarny,False,państwowy straż pożarny,Government / Public Administration
Balton Polska,balton polski,False,balton polski,Company / Business
Błękitnej Armii,błękitny armia,False,błękitny armia,International Organization / EU
